TABLE,RESPONSE,GROUP,GROUP WEIGHTED %,Year
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Good,NOVA SCOTIA %,31,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Fair,NOVA SCOTIA %,42,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Poor,NOVA SCOTIA %,14,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Don’t know/Not sure,NOVA SCOTIA %,9,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Excellent,REGION: Halifax,4,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Good,REGION: Halifax,30,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Fair,REGION: Halifax,37,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Poor,REGION: Halifax,17,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Don’t know/Not sure,REGION: Halifax,13,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Excellent,REGION: Cape Breton,7,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Good,REGION: Cape Breton,35,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Fair,REGION: Cape Breton,40,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Poor,REGION: Cape Breton,19,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Don’t know/Not sure,REGION: Cape Breton,0,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Excellent,REGION: Rest of mainland,5,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Good,REGION: Rest of mainland,31,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Fair,REGION: Rest of mainland,47,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Poor,REGION: Rest of mainland,9,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Don’t know/Not sure,REGION: Rest of mainland,7,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Excellent,GENDER: M,6,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Good,GENDER: M,31,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Fair,GENDER: M,43,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Poor,GENDER: M,14,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Don’t know/Not sure,GENDER: M,6,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Excellent,GENDER: F,4,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Good,GENDER: F,31,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Fair,GENDER: F,41,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Poor,GENDER: F,13,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Don’t know/Not sure,GENDER: F,11,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Excellent,AGE: 18- 34,9,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Good,AGE: 18- 34,17,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Fair,AGE: 18- 34,43,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Poor,AGE: 18- 34,26,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Don’t know/Not sure,AGE: 18- 34,5,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Excellent,AGE: 35- 54,4,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Good,AGE: 35- 54,29,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Fair,AGE: 35- 54,43,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Poor,AGE: 35- 54,14,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Don’t know/Not sure,AGE: 35- 54,10,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Excellent,AGE: 55+,3,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Good,AGE: 55+,40,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Fair,AGE: 55+,40,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Poor,AGE: 55+,7,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Don’t know/Not sure,AGE: 55+,10,2019
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Excellent,NOVA SCOTIA %,7,2018
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Good,NOVA SCOTIA %,35,2018
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Fair,NOVA SCOTIA %,35,2018
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Poor,NOVA SCOTIA %,13,2018
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Don’t know/Not sure,NOVA SCOTIA %,10,2018
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Excellent,REGION: Halifax,6,2018
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Good,REGION: Halifax,37,2018
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Fair,REGION: Halifax,35,2018
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Poor,REGION: Halifax,8,2018
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Don’t know/Not sure,REGION: Halifax,14,2018
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Excellent,REGION: Cape Breton,15,2018
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Good,REGION: Cape Breton,30,2018
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Fair,REGION: Cape Breton,39,2018
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Poor,REGION: Cape Breton,17,2018
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Don’t know/Not sure,REGION: Cape Breton,0,2018
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Excellent,REGION: Rest of mainland,5,2018
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Good,REGION: Rest of mainland,36,2018
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Fair,REGION: Rest of mainland,34,2018
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Poor,REGION: Rest of mainland,16,2018
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Don’t know/Not sure,REGION: Rest of mainland,9,2018
How would you rate Nova Scotia’s tourism industry with respect to: Career opportunities?,Excellent,GENDER: M,6,2018
